DrawNumber,Ball1,Ball2,Ball3,Ball4,Ball5,MegaBall
1539,9,21,30,32,75,9
1540,12,29,33,42,68,14
1541,20,33,45,58,69,4
1542,14,26,39,48,51,9
1543,3,30,45,53,68,11
1544,26,38,42,58,70,5
1545,16,23,28,33,59,13
1546,11,27,31,58,60,10
1547,4,45,53,73,75,7
1548,5,28,37,61,69,1
1549,30,33,35,37,46,10
1550,17,24,27,32,58,10
1551,13,24,34,35,55,9
1552,30,33,43,47,69,15
1553,19,34,35,38,49,8
1554,5,10,55,60,73,12
1555,8,29,30,43,64,6
1556,1,12,13,32,34,10
1557,3,13,33,40,50,2
1558,6,13,18,20,31,13
1559,5,14,42,43,58,1
1560,4,23,33,47,53,7
1561,6,29,45,69,73,11
1562,28,34,41,42,47,13
1563,4,35,39,56,72,11
1564,1,4,5,24,30,1
1565,6,13,17,33,60,14
1566,25,26,28,37,56,5
1567,5,20,32,37,67,5
1568,7,42,57,69,72,10
1569,3,5,16,49,75,5
1570,3,16,28,33,37,9
1571,27,51,62,68,75,8
1572,18,22,26,30,44,9
1573,2,15,41,49,63,3
1574,12,20,53,66,74,11
1575,4,21,45,52,57,14
1576,10,38,51,55,64,6
1577,16,39,47,53,71,15
1578,2,9,11,28,60,10
1579,7,18,24,55,74,10
1580,11,12,24,32,73,1
1581,8,12,23,51,73,6
1582,18,31,36,50,74,10
1583,2,5,26,58,60,6
1584,4,6,31,49,52,11
1585,20,22,52,57,73,7
1586,9,17,25,63,71,4
1587,11,17,50,52,74,14
1588,23,33,53,56,58,6
1589,7,16,20,66,73,7
1590,1,31,34,40,75,6
1591,24,35,46,50,51,7
1592,17,38,42,51,65,11
1593,2,13,17,35,73,3
1594,4,13,31,50,64,12
1595,11,17,59,70,72,1
1596,4,5,14,26,73,14
1597,26,37,41,54,65,3
1598,18,24,34,38,58,3
1599,9,28,31,50,61,10
1600,5,39,54,63,66,15
1601,1,10,57,66,75,4
1602,25,51,62,73,74,7
1603,12,18,19,25,67,7
1604,21,33,36,45,56,12
1605,7,16,24,61,62,2
1606,2,7,18,26,31,12
1607,31,45,49,56,70,11
1608,6,23,63,66,73,9
1609,20,24,34,56,64,6
1610,17,27,41,51,52,13
1611,6,28,31,52,53,12
1612,10,22,42,61,69,3
1613,1,54,60,68,69,11
1614,6,23,38,42,58,24
1615,1,14,21,22,28,19
1616,3,26,55,58,70,15
1617,3,7,22,27,50,3
1618,16,36,54,61,64,22
1619,10,17,47,51,61,5
1620,16,22,40,41,59,8
1621,14,15,37,42,67,22
1622,6,37,46,60,70,24
1623,8,23,24,25,27,9
1624,4,12,36,44,57,19
1625,28,37,39,42,58,2
1626,1,20,30,33,42,16
1627,10,12,20,38,41,25
1628,4,10,18,28,62,7
1629,1,42,47,64,70,22
1630,28,30,39,59,70,10
1631,16,29,31,65,67,23
1632,17,18,33,46,60,24
1633,3,11,23,29,59,18
1634,3,17,23,49,66,23
1635,2,6,30,31,55,7
1636,10,16,27,38,43,1
1637,29,41,42,49,57,24
1638,1,4,14,17,40,4
1639,14,17,25,48,58,25
1640,28,34,41,46,47,14
1641,5,12,15,46,49,1
1642,14,38,48,53,58,16
1643,17,19,23,24,43,14
1644,7,11,13,19,58,9
1645,10,17,21,38,43,23
1646,24,28,42,60,64,8
1647,1,4,26,35,39,22
1648,7,17,18,46,66,22
1649,6,30,58,60,61,17
1650,1,13,26,33,52,11
1651,14,38,51,64,70,9
1652,4,8,23,53,59,17
1653,7,25,43,56,59,13
1654,11,28,31,46,59,1
1655,4,29,39,42,62,14
1656,16,33,51,54,67,20
1657,5,13,31,43,53,20
1658,8,9,32,42,59,10
1659,12,34,44,47,65,22
1660,1,15,18,32,45,4
1661,3,19,31,32,48,10
1662,2,29,38,63,66,11
1663,2,7,20,55,70,1
1664,4,5,10,12,18,21
1665,8,15,39,64,67,13
1666,14,38,40,53,70,22
1667,21,34,44,49,61,21
1668,9,26,53,64,66,11
1669,16,17,21,36,48,9
1670,11,14,51,64,68,25
1671,2,11,55,58,67,2
1672,5,24,52,62,66,17
1673,22,33,41,48,52,4
1674,14,30,33,44,56,13
1675,1,3,5,8,70,3
1676,1,11,37,47,51,6
1677,11,13,28,65,70,14
1678,2,6,11,27,44,20
1679,17,25,29,39,60,19
1680,2,32,47,49,68,23
1681,13,35,45,49,68,23
1682,2,10,46,50,56,16
1683,1,17,28,56,70,14
1684,21,22,39,59,68,2
1685,40,41,61,66,67,12
1686,1,14,30,44,62,1
1687,1,2,4,19,29,20
1688,1,32,40,49,63,20
1689,12,15,35,64,69,9
1690,9,28,30,54,60,2
1691,2,13,15,21,62,2
1692,1,3,12,22,42,6
1693,11,26,44,45,46,11
1694,1,31,32,47,56,3
1695,14,16,19,38,57,11
1696,1,6,13,18,49,8
1697,3,20,33,34,41,20
1698,7,18,29,32,45,17
1699,2,7,25,35,44,3
1700,8,10,41,54,68,10
1701,15,30,51,62,67,19
1702,23,30,40,43,66,13
1703,31,32,43,63,68,17
1704,1,2,11,52,64,9
1705,8,16,32,48,61,12
1706,39,45,52,56,59,15
1707,2,22,29,31,34,1
1708,27,28,32,41,69,12
1709,20,22,39,54,60,18
1710,4,24,46,61,70,7
1711,3,45,49,61,69,9
1712,15,23,53,65,70,7
1713,5,28,62,65,70,5
1714,1,28,61,62,63,5
1715,20,31,39,46,49,23
1716,3,23,28,46,62,16
1717,28,34,37,56,69,12
1718,8,14,27,57,67,5
1719,34,46,57,65,69,11
1720,33,36,63,68,69,16
1721,10,16,31,42,66,10
1722,7,10,30,33,59,23
1723,12,24,37,42,57,18
1724,25,28,40,43,63,19
1725,28,31,41,42,50,4
1726,4,10,20,33,57,13
1727,4,38,39,54,59,12
1728,5,22,26,43,49,23
1729,13,22,32,60,69,9
1730,10,13,61,62,70,5
1731,2,8,42,43,50,6
1732,9,10,25,37,38,21
1733,34,44,57,62,70,14
1734,21,29,35,54,60,15
1735,13,26,29,38,64,5
1736,4,5,31,62,69,20
1737,29,52,58,60,62,7
1738,2,43,48,62,64,24
1739,4,15,37,59,64,16
1740,8,16,30,38,61,10
1741,10,33,53,54,62,22
1742,2,37,48,66,68,11
1743,3,34,36,59,66,7
1744,14,24,31,42,48,13
1745,15,32,39,50,65,7
1746,10,38,40,43,65,12
1747,17,24,34,56,65,3
1748,18,24,31,34,55,4
1749,10,12,14,24,60,20
1750,29,33,39,60,66,21
1751,15,20,32,37,52,6
1752,4,9,42,62,68,7
1753,10,12,16,49,57,18
1754,3,29,56,62,64,4
1755,10,42,53,67,68,15
1756,7,36,58,60,62,10
1757,4,14,22,43,58,9
1758,5,14,15,62,66,3
1759,33,47,58,59,64,25
1760,8,22,24,38,64,21
1761,11,22,34,44,58,9
1762,1,24,25,40,70,4
1763,11,29,34,48,54,10
1764,18,25,43,44,57,25
1765,7,24,30,48,67,9
1766,9,17,23,30,46,10
1767,24,37,41,61,70,20
1768,8,16,22,66,68,11
1769,3,6,34,54,63,19
1770,3,16,21,61,62,19
1771,11,59,66,67,68,18
1772,5,17,28,32,63,11
1773,10,50,55,56,58,15
1774,14,41,44,56,62,10
1775,9,21,34,42,50,21
1776,7,8,26,65,67,4
1777,25,37,46,48,68,25
1778,17,19,27,40,68,2
1779,20,34,39,43,57,13
1780,19,40,47,57,65,6
1781,12,14,22,24,48,21
1782,13,30,36,48,62,18
1783,24,33,45,47,61,17
1784,2,35,49,53,63,1
1785,3,25,37,40,55,13
1786,6,38,47,57,63,12
1787,12,26,40,48,64,1
1788,8,25,38,56,59,7
1789,8,16,31,48,52,23
1790,16,18,28,33,67,14
1791,1,4,23,40,45,11
1792,4,6,11,43,48,11
1793,10,24,28,33,38,6
1794,11,20,26,48,70,19
1795,11,17,31,43,55,16
1796,15,53,56,59,63,1
1797,7,27,31,34,51,5
1798,4,14,24,26,46,14
1799,8,14,25,51,63,4
1800,11,15,37,54,68,21
1801,8,12,23,39,43,6
1802,3,9,11,34,39,10
1803,13,20,27,61,62,5
1804,4,11,13,19,31,10
1805,34,47,48,50,55,24
1806,6,16,37,59,62,5
1807,12,15,30,50,65,1
1808,23,24,42,48,53,22
1809,6,14,24,42,46,9
1810,12,20,31,43,45,20
1811,10,17,39,42,59,3
1812,11,38,44,48,70,17
1813,5,8,10,17,48,23
1814,14,22,30,37,60,8
1815,4,12,14,35,70,2
1816,18,58,60,65,67,20
1817,5,11,14,23,25,10
1818,16,24,25,52,60,6
1819,4,9,17,27,39,22
1820,9,20,36,41,54,22
1821,2,9,24,49,54,19
1822,3,4,10,39,58,14
1823,19,30,44,56,65,24
1824,12,19,34,35,68,20
1825,22,43,44,47,66,22
1826,7,12,17,49,53,24
1827,8,27,29,38,43,13
1828,6,8,31,50,65,9
1829,23,43,60,63,69,19
1830,20,31,40,46,61,20
1831,18,31,46,54,61,25
1832,17,21,29,39,56,22
1833,22,30,53,55,56,16
1834,3,20,23,35,60,16
1835,27,37,48,63,66,11
1836,17,34,40,63,64,24
1837,30,44,49,53,56,11
1838,37,41,42,53,63,16
1839,25,40,41,52,56,21
1840,17,27,49,51,66,2
1841,9,11,13,31,47,11
1842,3,25,30,54,70,9
1843,16,18,29,31,37,8
1844,3,4,18,23,38,24
1845,17,36,47,51,62,21
1846,28,31,33,57,62,19
1847,32,48,50,51,64,10
1848,9,14,27,36,52,4
1849,4,6,32,52,64,6
1850,10,32,48,54,55,18
1851,6,12,39,61,70,4
1852,4,7,13,16,60,6
1853,2,9,43,49,63,15
1854,2,3,14,41,64,17
1855,8,12,33,56,64,2
1856,15,48,56,58,70,4
1857,6,17,48,54,69,12
1858,7,22,37,43,44,22
1859,20,27,28,58,59,25
1860,34,35,41,45,54,5
1861,2,8,16,18,31,14
1862,3,25,28,50,60,1
1863,8,17,51,57,70,2
1864,24,38,44,57,58,17
1865,25,33,43,51,68,20
1866,2,11,21,57,60,13
1867,29,47,65,69,70,7
1868,13,35,39,46,55,14
1869,13,15,24,67,70,17
1870,1,27,32,60,67,18
1871,13,19,53,54,63,17
1872,28,30,31,35,66,14
1873,7,13,17,21,45,14
1874,5,20,22,61,70,4
1875,7,16,27,44,52,5
1876,11,17,32,33,46,25
1877,8,19,25,36,66,9
1878,8,10,20,44,46,18
1879,34,52,58,59,62,4
1880,10,13,32,41,51,3
1881,9,20,23,26,29,8
1882,32,35,37,47,55,22
1883,1,5,9,10,23,22
1884,9,14,57,67,70,2
1885,21,23,33,35,42,6
1886,11,34,36,52,66,7
1887,6,20,37,40,48,15
1888,19,33,37,56,57,6
1889,9,16,29,37,53,11
1890,20,40,44,45,50,24
1891,16,20,25,30,43,18
1892,10,15,20,49,53,22
1893,6,26,55,56,64,22
1894,12,13,21,46,57,21
1895,14,25,26,41,43,15
1896,8,33,39,54,58,17
1897,17,20,27,31,34,19
1898,12,35,46,48,69,23
1899,2,22,30,42,62,20
1900,4,44,53,64,70,3
1901,8,22,29,43,56,9
1902,3,24,29,42,47,13
1903,4,18,26,27,58,23
1904,11,15,31,42,63,14
1905,8,10,15,17,57,12
1906,3,9,50,53,64,1
1907,15,25,26,38,47,22
1908,19,22,24,28,53,25
1909,7,10,15,31,57,21
1910,3,15,42,48,56,13
1911,25,28,38,59,62,22
1912,26,29,41,52,64,11
1913,36,43,44,55,68,12
1914,20,36,37,48,67,16
1915,14,39,43,44,67,19
1916,9,38,47,49,68,25
1917,15,16,18,39,59,17
1918,5,11,25,27,64,13
1919,11,44,45,46,70,25
1920,27,32,50,52,57,12
1921,46,54,57,58,66,10
1922,18,34,44,60,69,22
1923,6,13,34,46,62,1
1924,14,19,34,39,59,11
1925,7,31,44,45,55,19
1926,18,24,27,34,60,2
1927,23,45,53,58,62,13
1928,6,7,14,28,59,7
1929,8,13,35,46,68,16
1930,26,33,45,61,68,17
1931,9,15,34,61,64,6
1932,4,10,27,35,58,10
1933,7,33,53,61,65,14
1934,3,19,24,44,50,8
1935,15,19,33,39,68,25
1936,19,31,37,55,67,25
1937,1,10,18,20,46,15
1938,7,15,25,51,60,5
1939,29,53,56,59,67,21
1940,17,23,36,69,70,19
1941,1,31,35,48,62,19
1942,8,24,53,68,69,7
1943,20,43,51,55,57,4
1944,3,6,16,18,58,11
1945,12,14,26,28,33,9
1946,3,11,12,38,43,15
1947,10,19,26,28,50,16
1948,4,26,42,50,60,24
1949,29,49,56,66,67,24
1950,4,44,58,59,70,3
1951,13,37,38,40,67,10
1952,14,17,28,29,44,2
1953,7,18,21,31,40,9
1954,5,14,24,25,27,14
1955,1,36,44,54,66,10
1956,27,32,47,50,53,4
1957,5,7,9,20,57,15
1958,11,15,37,62,64,5
1959,4,8,13,34,64,18
1960,10,11,17,27,54,20
1961,4,33,46,58,65,13
1962,2,24,25,31,65,18
1963,10,41,46,52,69,8
1964,9,14,40,58,69,8
1965,12,23,35,38,55,11
1966,4,25,37,46,67,15
1967,11,37,47,53,56,15
1968,10,42,48,53,62,19
1969,1,19,20,32,42,17
1970,22,26,27,58,66,12
1971,10,15,19,45,68,9
1972,17,27,28,50,55,25
1973,6,23,43,49,52,5
1974,4,28,29,30,60,25
1975,15,22,30,41,42,25
1976,8,19,26,48,49,5
1977,4,27,32,57,63,22
1978,5,10,19,21,50,10
1979,7,8,20,36,39,22
1980,3,18,41,44,68,3
1981,3,5,56,61,66,4
1982,6,9,17,18,48,8
1983,14,21,31,34,54,11
1984,10,14,20,47,70,15
1985,7,11,33,58,63,23
1986,4,30,34,41,64,8
1987,9,22,39,41,54,19
1988,4,43,56,63,68,13
1989,18,22,27,38,52,11
1990,14,36,44,46,53,18
1991,1,26,48,51,59,25
1992,17,20,42,45,65,12
1993,7,38,50,52,69,21
1994,8,31,32,34,45,19
1995,18,47,63,68,69,14
1996,6,37,39,41,46,17
1997,3,10,17,26,55,24
1998,24,25,47,52,57,24
1999,10,26,30,52,57,10
2000,13,17,19,40,69,17
2001,2,35,36,54,64,11
2002,19,26,31,52,68,10
2003,1,9,17,27,34,24
2004,9,18,40,46,69,9
2005,29,45,50,59,62,12
2006,17,21,35,40,53,11
2007,3,6,16,38,56,24
2008,41,43,51,57,70,1
2009,17,18,26,52,67,19
2010,1,10,44,47,56,23
2011,8,14,31,58,68,15
2012,7,10,12,61,65,3
2013,15,17,25,32,53,12
2014,20,32,35,47,64,18
2015,4,13,19,63,64,16
2016,17,32,40,59,61,18
2017,36,41,45,51,56,13
2018,17,21,27,43,56,15
2019,18,30,43,68,69,22
2020,21,25,36,62,63,6
2021,7,11,18,30,36,4
2022,21,24,36,40,70,22
2023,21,26,56,61,65,4
2024,3,20,31,34,65,18
2025,3,12,13,19,52,1
2026,9,14,26,29,66,22
2027,6,14,19,56,62,9
2028,15,26,28,35,45,4
2029,5,10,26,58,65,9
2030,10,15,20,66,68,18
2031,9,14,16,26,49,14
2032,30,32,42,46,48,15
2033,6,22,44,53,65,3
2034,5,23,52,53,59,18
2035,7,24,54,57,58,6
2036,7,27,37,42,59,2
2037,7,8,26,30,39,17
2038,22,45,48,58,61,13
2039,1,7,40,43,68,1
2040,23,25,40,42,60,8
2041,33,35,44,55,69,20
2042,21,32,38,48,62,10
2043,25,31,58,64,67,24
2044,16,17,25,36,37,16
2045,3,5,8,31,38,4
2046,2,5,30,46,61,8
2047,4,6,16,21,22,1
2048,7,29,43,56,57,6
2049,2,3,19,52,58,16
2050,5,8,13,22,48,25
2051,4,19,39,42,52,9
2052,38,45,46,55,67,18
2053,3,12,38,53,58,13
2054,3,16,25,44,55,13
2055,11,24,38,62,66,1
2056,7,16,34,44,61,24
2057,1,17,20,52,54,2
2058,11,16,23,24,30,24
2059,2,4,15,21,63,19
2060,6,11,50,63,68,17
2061,6,17,22,57,62,3
2062,15,31,40,56,66,4
2063,18,22,38,39,50,18
2064,11,19,28,46,47,5
2065,7,18,38,58,64,24
2066,24,28,39,44,66,25
2067,9,14,28,59,60,24
2068,2,6,25,40,45,5
2069,8,15,21,27,61,8
2070,3,13,42,51,58,17
2071,7,22,36,45,47,12
2072,26,42,47,48,63,21
2073,22,43,60,63,64,18
2074,8,11,29,32,40,2
2075,2,8,14,20,31,17
2076,4,17,20,46,64,23
2077,2,9,33,47,53,24
2078,7,28,29,58,59,10
2079,5,7,19,46,69,2
2080,9,11,34,49,66,15
2081,15,19,27,35,57,17
2082,16,21,33,52,70,10
2083,15,19,20,61,70,6
2084,11,41,43,44,65,13
2085,7,21,24,41,65,24
2086,33,40,59,60,69,22
2087,3,5,6,63,68,25
2088,3,14,40,53,54,8
2089,6,15,41,63,64,24
2090,11,16,22,48,59,11
2091,4,34,40,41,53,3
2092,3,12,14,18,32,4
2093,30,37,38,42,58,22
2094,20,36,53,56,69,16
2095,8,13,18,32,42,20
2096,1,7,11,25,56,14
2097,7,12,21,43,55,11
2098,1,27,29,38,62,12
2099,27,31,50,51,61,21
2100,20,36,61,62,69,20
2101,4,7,10,45,64,12
2102,8,20,26,53,64,15
2103,2,31,32,37,70,25
2104,14,40,60,64,66,16
2105,7,29,60,63,66,15
2106,13,36,45,57,67,14
2107,10,14,25,37,63,14
2108,2,5,29,64,69,18
2109,1,8,10,25,32,13
2110,23,24,50,54,64,3
2111,33,35,41,45,51,1
2112,12,18,24,46,65,3
2113,3,5,47,48,67,7
2114,6,27,30,38,64,23
2115,2,38,55,57,65,17
2116,39,40,52,60,67,20
2117,6,17,46,59,68,2
2118,16,21,54,55,69,22
2119,14,25,38,59,64,21
2120,15,30,35,38,66,12
2121,9,21,28,30,52,10
2122,5,50,53,58,64,22
2123,8,14,24,43,51,9
2124,16,26,37,40,51,6
2125,15,18,25,33,38,25
2126,6,11,29,36,55,21
2127,3,7,11,13,38,1
2128,9,22,26,41,44,19
2129,1,15,20,44,67,23
2130,34,36,43,45,68,22
2131,21,30,35,45,66,21
2132,4,18,31,53,69,7
2133,5,9,15,16,17,25
2134,2,20,47,55,59,19
2135,5,13,29,38,59,23
2136,1,5,17,37,70,22
2137,6,19,28,46,61,18
2138,2,14,16,38,66,9
2139,13,23,24,25,43,2
2140,29,31,46,54,67,18
2141,20,23,37,46,52,6
2142,1,21,36,46,52,16
2143,15,16,19,28,47,13
2144,8,19,53,61,69,19
2145,14,22,48,58,68,6
2146,8,35,40,53,56,11
2147,3,4,33,36,52,17
2148,15,21,32,38,62,8
2149,9,13,36,59,61,11
2150,1,3,6,44,51,7
2151,25,29,33,41,44,18
2152,3,20,46,59,63,13
2153,7,13,14,15,18,9
2154,30,43,45,46,61,14
2155,2,12,18,24,39,18
2156,20,29,31,64,66,17
2157,33,41,47,50,62,20
2158,4,43,46,47,61,22
2159,7,9,18,29,39,13
2160,1,4,50,54,59,17
2161,9,15,46,55,57,4
2162,20,29,30,52,58,19
2163,23,24,35,40,43,1
2164,2,33,38,57,70,13
2165,2,15,30,36,63,24
2166,2,22,49,65,67,7
2167,14,16,40,52,59,13
2168,8,25,36,39,67,11
2169,15,22,25,28,69,21
2170,9,20,59,60,63,5
2171,1,7,23,38,55,2
2172,26,28,29,39,49,25
2173,1,21,25,27,40,11
2174,14,17,33,42,66,15
2175,2,3,18,32,68,24
2176,16,26,27,42,61,23
2177,1,37,45,62,64,4
2178,12,32,49,51,66,21
2179,31,35,53,54,55,24
2180,23,27,41,48,51,22
2181,7,9,15,19,25,4
2182,3,21,29,46,63,9
2183,8,29,46,47,48,12
2184,18,38,53,62,64,20
2185,3,15,16,32,41,9
2186,16,18,28,42,43,11
2187,4,37,46,48,51,19
2188,1,2,23,40,45,15
2189,15,34,36,69,70,17
2190,5,11,41,44,55,14
2191,3,10,22,65,66,19
2192,12,20,37,41,64,1
2193,13,16,40,64,68,21
2194,3,16,19,36,60,25
2195,6,12,23,29,57,4
2196,3,19,53,60,68,13
2197,8,10,19,44,47,4
2198,4,24,34,45,57,19
2199,6,37,39,45,46,21
2200,13,62,65,67,69,14
2201,8,34,35,41,52,12
2202,13,22,47,51,55,9
2203,21,33,54,61,67,12
2204,8,10,17,55,66,3
2205,10,17,33,51,64,5
2206,10,24,48,51,66,15
2207,19,22,31,37,54,18
2208,29,40,47,50,57,25
2209,3,5,6,44,61,25
2210,5,10,28,52,63,18
2211,8,24,30,45,61,12
2212,11,30,45,52,56,20
2213,13,19,20,32,33,14
2214,8,9,18,35,41,18
2215,18,39,42,57,63,7
2216,10,20,29,44,66,11
2217,1,12,26,36,50,7
2218,12,23,26,31,38,2
2219,9,39,52,61,63,25
2220,10,31,42,43,55,8
2221,3,43,50,51,65,13
2222,3,12,17,51,62,1
2223,2,14,21,42,67,18
2224,5,13,29,50,53,25
2225,6,9,13,29,66,24
2226,10,13,14,57,66,3
2227,15,30,35,42,60,16
2228,18,40,47,55,64,11
2229,3,19,32,39,59,24
2230,12,24,46,57,66,22
2231,3,8,17,46,63,7
2232,6,18,44,46,68,18
2233,5,6,29,32,61,20
2234,7,29,36,49,61,22
2235,16,20,30,54,59,7
2236,11,32,43,57,70,6
2237,14,35,37,55,70,15
2238,15,32,38,47,65,12
2239,3,11,33,42,52,20
2240,13,33,59,68,70,8
2241,29,35,59,61,69,22
2242,6,12,31,33,69,17
2243,17,22,25,30,38,24
2244,6,15,45,59,68,1
2245,27,37,42,59,61,11
2246,12,47,49,52,65,12
2247,18,35,40,64,67,18
2248,21,26,53,66,70,13
2249,8,23,44,45,53,3
2250,10,20,28,40,54,12
2251,17,26,50,58,61,11
2252,10,26,36,54,69,4
2253,8,10,22,58,64,21
2254,11,27,30,62,70,10
2255,3,18,27,29,64,1
2256,5,23,26,38,44,25
2257,12,15,32,33,53,24
2258,19,34,35,45,67,7
2259,2,10,42,49,54,13
2260,1,9,16,17,30,17
2261,21,28,58,69,70,20
2262,14,31,34,50,61,13
2263,3,5,16,58,59,11
2264,11,22,42,64,69,18
2265,2,10,31,44,57,10
2266,17,22,29,46,69,1
2267,1,3,19,25,58,20
2268,19,23,39,42,67,18
2269,5,45,55,58,68,7
2270,4,6,40,41,60,11
2271,6,18,26,27,49,4
2272,15,33,37,55,61,24
2273,2,49,50,61,70,14
2274,19,20,22,47,58,1
2275,2,16,31,57,64,24
2276,13,25,50,51,66,6
2277,24,46,49,62,66,7
2278,3,8,31,35,44,16
2279,7,11,22,29,38,4
2280,11,30,33,38,60,16
2281,10,50,56,60,66,19
2282,20,30,54,63,65,14
2283,34,43,51,52,69,25
